,id,type,municipality,prov_code,latitude,longitude,Date,Risk
0,Erosion-0,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
1,Erosion-1,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
2,Erosion-2,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
3,Erosion-3,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
4,Erosion-4,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
5,Erosion-5,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
6,Erosion-6,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
7,Erosion-7,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
8,Erosion-8,Coast erosion,comacchio,FE,44.69462384,12.18387254,,
9,Erosion-9,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
10,Erosion-10,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
11,Erosion-11,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
12,Erosion-12,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
13,Erosion-13,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
14,Erosion-14,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
15,Erosion-15,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
16,Erosion-16,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
17,Erosion-17,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
18,Erosion-18,Coast erosion,cervia,RA,44.26092823,12.3498153,,
19,Erosion-19,Coast erosion,cervia,RA,44.26092823,12.3498153,,
20,Erosion-20,Coast erosion,cervia,RA,44.26092823,12.3498153,,
21,Erosion-21,Coast erosion,cesenatico,FC,44.19953513,12.39544168,,
22,Erosion-22,Coast erosion,cesenatico,FC,44.19953513,12.39544168,,
23,Erosion-23,Coast erosion,cesenatico,FC,44.19953513,12.39544168,,
24,Erosion-24,Coast erosion,san mauro pascoli,FC,44.10703239,12.41549224,,
25,Erosion-25,Coast erosion,bellaria-igea marina,RN,44.14760173,12.45805808,,
26,Erosion-26,Coast erosion,riccione,RN,44.00002553,12.65505776,,
27,Erosion-27,Coast erosion,misano adriatico,RN,43.97336095,12.69323617,,
28,Erosion-28,Coast erosion,goro,FE,44.85381576,12.30276124,,
29,Erosion-29,Coast erosion,goro,FE,44.85381576,12.30276124,,
30,Erosion-30,Coast erosion,ravenna,RA,44.41722492,12.19913937,,
31,Erosion-31,Coast erosion,rimini,RN,44.06090086,12.56562951,,
32,Erosion-32,Coast erosion,cattolica,RN,43.96376667,12.74464322,,
33,Erosion-33,Coast erosion,misano adriatico,RN,43.97336095,12.69323617,,
34,Erosion-34,Coast erosion,riccione,RN,44.00002553,12.65505776,,
35,Erosion-35,Coast erosion,rimini,RN,44.06090086,12.56562951,,
36,Erosion-36,Coast erosion,gatteo,FC,44.1096172,12.38611016,,
37,Erosion-37,Coast erosion,goro,FE,44.85381576,12.30276124,,
38,instability-212-991df-9,Frana,Busana,RE,44.379405244983,10.3242505014696,,
39,instability-108-081di-4,Idraulico,Sant'Agata sul Santerno,RA,44.4509255778894,11.8611695127488,,
40,instability-08ir395-g11di-2,Idraulico,Bettola,PC,44.7786269824878,9.59654095016958,,
41,instability-08ir416-g11di-13,Idraulico,Rimini,RN,44.0260492354315,12.5837985451325,,
42,instability-044-095di-4,Idraulico,Imola,BO,44.3877798730496,11.7159599685173,,
43,instability-208-991di-9,Idraulico,Noceto,PR,44.8067872211886,10.1311501168323,,
44,instability-fc066b-101df-3,Frana,Cesena,FC,44.1569217022985,12.2952709200961,,
45,instability-486-065di-4,Idraulico,Maiolo,RN,43.8869094938628,12.3154759927908,,
46,instability-219-991df-4,Frana,Palagano,MO,44.2801625738394,10.6119205338592,,
47,instability-195-091df-1,Frana,Bettola,PC,44.7786269824878,9.59654095016958,,
48,instability-707-991di-2,Idraulico,Collagna,RE,44.3251763640087,10.2563795010022,,
49,instability-194-092df-9,Frana,Baiso,RE,44.4813359975262,10.6217438315146,,
50,instability-026-981df-4,Frana,Cesena,FC,44.1569217022985,12.2952709200961,,
51,instability-08ir010-g31di-6,Idraulico,Medicina,BO,44.5065377118493,11.6531589231081,,
52,instability-213-991df-6,Frana,Vezzano sul Crostolo,RE,44.5870378687016,10.5205247183104,,
53,instability-08ir408-g11di-2,Idraulico,Piacenza,PC,45.0342599204124,9.65575849510844,,
54,instability-221-991df-6,Frana,Sestola,MO,44.2349695801993,10.7434939485654,,
55,instability-037-091di-8,Idraulico,Bore,PR,44.7112020849659,9.8162089654096,,
56,instability-bo106r-101di-6,Idraulico,Marzabotto,BO,44.3287066701004,11.2029920104072,,
57,instability-08ir197-g11dc-4,Dissesto Costiero,Rimini,RN,44.0260492354315,12.5837985451325,,
58,instability-08ir339-g11df-9,Frana,Ottone,PC,44.6256119569628,9.30188529836556,,
59,instability-08ir147-g11df-15,Frana,Alseno,PC,44.8873116882708,9.96246577776708,,
60,instability-209-021di-9,Idraulico,Ramiseto,RE,44.3999558597279,10.239000068107,,
61,instability-08ir010-g31di-8,Idraulico,Medicina,BO,44.5065377118493,11.6531589231081,,
62,instability-133-062df-11,Frana,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
63,instability-08ir453-g11di-4,Idraulico,Parma,PR,44.7792325478157,10.3280699931105,,
64,instability-08ir397-g11di-4,Idraulico,Bobbio,PC,44.7920262766593,9.3858685825511,,
65,instability-fc109r-101df-1,Frana,Roncofreddo,FC,44.0439879520357,12.2659337503069,,
66,instability-206-021df-3,Frana,Scandiano,RE,44.598800337671,10.6899139471885,,
67,instability-718-991df-4,Frana,Coriano,RN,43.972080065031,12.6090256004297,,
68,instability-08ir183-g11di-9,Idraulico,Bellaria-Igea Marina,RN,44.1317132196122,12.4636358294222,,
69,instability-08ir398-g11df-12,Frana,Cerignale,PC,44.6736901227251,9.35231273274968,,
70,instability-022-981df-9,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
71,instability-049-091di-7,Idraulico,Cesena,FC,44.1569217022985,12.2952709200961,,
72,instability-041-091di-2,Idraulico,Castelnuovo Rangone,MO,44.5577442466715,10.9506280266554,,
73,instability-222-991di-6,Idraulico,San Giovanni in Persiceto,BO,44.6443505108545,11.1968627414522,,
74,instability-716-992di-6,Idraulico,Borgo Tossignano,BO,44.272093475643,11.6107577404867,,
75,instability-223-021df-14,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
76,instability-199-091di-5,Idraulico,Lugo,RA,44.4773344376502,11.9066018484468,,
77,instability-026-981df-7,Frana,Cesena,FC,44.1569217022985,12.2952709200961,,
78,instability-215-991df-4,Frana,Canossa,RE,44.5246372005171,10.3828048954674,,
79,instability-176-991df-1,Frana,Montefiore Conca,RN,43.8786094487979,12.6055927950117,,
80,instability-08ir070-g11di-6,Idraulico,Modena,MO,44.6438970183065,10.9155350775428,,
81,instability-219-991df-3,Frana,Palagano,MO,44.2801625738394,10.6119205338592,,
82,instability-262-021df-14,Frana,Roncofreddo,FC,44.0439879520357,12.2659337503069,,
83,instability-184-991df-3,Frana,Predappio,FC,44.0922084956989,11.9515345177325,,
84,instability-209-021di-4,Idraulico,Ramiseto,RE,44.3999558597279,10.239000068107,,
85,instability-486-062df-4,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
86,instability-156-021df-3,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
87,instability-08ir409-g11di-4,Idraulico,Travo,PC,44.8576900716299,9.52595285216489,,
88,instability-08ir001-g91di-4,Idraulico,Montechiarugolo,PR,44.7043185649266,10.392760907996,,
89,instability-223-021df-9,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
90,instability-713-991df-4,Frana,Pianoro,BO,44.3766389462232,11.3566515028008,,
91,instability-178-991df-1,Frana,Brisighella,RA,44.159934504768,11.6697138231696,,
92,instability-08ir001-g31di-6,Idraulico,Budrio,BO,44.5515223609743,11.5449423859963,,
93,instability-224-021df-11,Frana,Casalfiumanese,BO,44.2706904094921,11.4830138230391,,
94,instability-08ir001-g31di-4,Idraulico,Budrio,BO,44.5515223609743,11.5449423859963,,
95,instability-018-981df-6,Frana,Pecorara,PC,44.8712025624287,9.3751580329444,,
96,instability-206-991df-9,Frana,Bobbio,PC,44.7920262766593,9.3858685825511,,
97,instability-210-021df-7,Frana,Baiso,RE,44.4813359975262,10.6217438315146,,
98,instability-08ir396-g11di-4,Idraulico,Bettola,PC,44.7786269824878,9.59654095016958,,
99,instability-156-021df-1,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
100,instability-bo102r-101df-15,Frana,Castiglione dei Pepoli,BO,44.1233583432008,11.1956079463872,,
101,instability-486-062df-1,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
102,instability-486-065df-3,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
103,instability-08ir364-g11di-13,Idraulico,Ostellato,FE,44.7119418477398,12.0439854515882,,
104,instability-210-991df-7,Frana,Solignano,PR,44.6371957692295,9.93820123265488,,
105,instability-08ir197-g11dc-6,Dissesto Costiero,Rimini,RN,44.0260492354315,12.5837985451325,,
106,instability-051-091dc-3,Dissesto Costiero,Riccione,RN,43.9987884203605,12.6448362144615,,
107,instability-264-021di-6,Idraulico,Bellaria-Igea Marina,RN,44.1317132196122,12.4636358294222,,
108,instability-221-021df-14,Frana,Castel di Casio,BO,44.1540944586591,11.019965768731,,
109,instability-08ir007-g41di-6,Idraulico,Zola Predosa,BO,44.4949287226617,11.2105248344915,,
110,instability-206-091di-6,Idraulico,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
111,instability-710-991df-14,Frana,Fiumalbo,MO,44.1788255815864,10.6570373869575,,
112,instability-486-063df-4,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
113,instability-050-091dc-6,Dissesto Costiero,Cesenatico,FC,44.1758423081881,12.3800903795143,,
114,instability-041-091di-7,Idraulico,Castelnuovo Rangone,MO,44.5577442466715,10.9506280266554,,
115,instability-08ir408-g11di-4,Idraulico,Piacenza,PC,45.0342599204124,9.65575849510844,,
116,instability-08ir408-g11di-9,Idraulico,Piacenza,PC,45.0342599204124,9.65575849510844,,
117,instability-222-021df-14,Frana,Castel di Casio,BO,44.1540944586591,11.019965768731,,
118,instability-180-991df-3,Frana,Roncofreddo,FC,44.0439879520357,12.2659337503069,,
119,instability-08ir011-g31di-8,Idraulico,Molinella,BO,44.6152430422574,11.7503224429659,,
120,instability-08ir104-g11di-6,Idraulico,Piacenza,PC,45.0342599204124,9.65575849510844,,
121,instability-08ir033-g11df-12,Frana,Pievepelago,MO,44.1824193246375,10.5713532392909,,
122,instability-08ir297-g11di-6,Idraulico,Coriano,RN,43.972080065031,12.6090256004297,,
123,instability-08ir364-g11di-6,Idraulico,Ostellato,FE,44.7119418477398,12.0439854515882,,
124,instability-394-061df-9,Frana,Riolunato,MO,44.2305279239986,10.6520987266154,,
125,instability-080-071df-11,Frana,Monchio delle Corti,PR,44.3964392140054,10.1129163015926,,
126,instability-721-991df-12,Frana,Civitella di Romagna,FC,44.0032550692916,11.9646489566759,,
127,instability-08ir202-g11di-2,Idraulico,Cesena,FC,44.1569217022985,12.2952709200961,,
128,instability-714-992df-7,Frana,Monte San Pietro,BO,44.4261334569962,11.1459563127657,,
129,instability-196-991df-4,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
130,instability-208-991di-6,Idraulico,Noceto,PR,44.8067872211886,10.1311501168323,,
131,instability-08ir183-g11di-12,Idraulico,Bellaria-Igea Marina,RN,44.1317132196122,12.4636358294222,,
132,instability-08ir098-g11di-10,Idraulico,Bondeno,FE,44.9020643370578,11.3645617558736,,
133,instability-08ir031-g41di-9,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
134,instability-206-021df-6,Frana,Scandiano,RE,44.598800337671,10.6899139471885,,
135,instability-065-061df-11,Frana,Fornovo di Taro,PR,44.6689861483704,10.1026312387909,,
136,instability-714-991df-11,Frana,Monte San Pietro,BO,44.4261334569962,11.1459563127657,,
137,instability-08ir026-g31di-2,Idraulico,Felino,PR,44.6795157896056,10.2387551809406,,
138,instability-210-991df-3,Frana,Solignano,PR,44.6371957692295,9.93820123265488,,
139,instability-08ir048-g11df-9,Frana,Toano,RE,44.3851236478973,10.5455659716944,,
140,instability-080-071df-4,Frana,Monchio delle Corti,PR,44.3964392140054,10.1129163015926,,
141,instability-486-064df-4,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
142,instability-08ir447-g11di-2,Idraulico,Felino,PR,44.6795157896056,10.2387551809406,,
143,instability-289-065df-9,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
144,instability-471-061df-4,Frana,Verghereto,FC,43.8076432417394,12.0510496209187,,
145,instability-790-991df-4,Frana,Talamello,RN,43.9134251303116,12.2791559995824,,
146,instability-08ir197-g11dc-8,Dissesto Costiero,Rimini,RN,44.0260492354315,12.5837985451325,,
147,instability-08ir001-g91di-8,Idraulico,Montechiarugolo,PR,44.7043185649266,10.392760907996,,
148,instability-211-991di-6,Idraulico,Scandiano,RE,44.598800337671,10.6899139471885,,
149,instability-215-991df-6,Frana,Canossa,RE,44.5246372005171,10.3828048954674,,
150,instability-044-094di-9,Idraulico,Imola,BO,44.3877798730496,11.7159599685173,,
151,instability-790-991di-2,Idraulico,Talamello,RN,43.9134251303116,12.2791559995824,,
152,instability-08ir027-g31di-2,Idraulico,Zola Predosa,BO,44.4949287226617,11.2105248344915,,
153,instability-fc065b-101df-12,Frana,Santa Sofia,FC,43.9007722781334,11.7941195608876,,
154,instability-205-991df-9,Frana,Ferriere,PC,44.6169545533,9.49363391730714,,
155,instability-109-081di-4,Idraulico,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
156,instability-133-063df-11,Frana,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
157,instability-183-991df-3,Frana,Sarsina,FC,43.9006189178128,12.122936817466,,
158,instability-192-991di-5,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
159,instability-bo103r-101df-6,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
160,instability-066-071df-9,Frana,Bagno di Romagna,FC,43.8660571078466,11.9453525550376,,
161,instability-bo105r-101di-2,Idraulico,Zola Predosa,BO,44.4949287226617,11.2105248344915,,
162,instability-bo103r-101df-14,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
163,instability-194-991df-1,Frana,Casola Valsenio,RA,44.2020305217197,11.6106035296694,,
164,instability-110-081df-11,Frana,Sarsina,FC,43.9006189178128,12.122936817466,,
165,instability-192-991di-9,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
166,instability-08ir031-g41di-2,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
167,instability-218-991df-3,Frana,Pievepelago,MO,44.1824193246375,10.5713532392909,,
168,instability-179-991di-7,Idraulico,Cesena,FC,44.1569217022985,12.2952709200961,,
169,instability-08ir382-g11di-6,Idraulico,Longiano,FC,44.0803058141132,12.3413836947294,,
170,instability-08ir170-g11di-2,Idraulico,Castel San Giovanni,PC,45.057871304891,9.4281830418783,,
171,instability-189-991df-9,Frana,Grizzana Morandi,BO,44.2488964349191,11.1305661471355,,
172,instability-pc091r-101di-4,Idraulico,Vernasca,PC,44.795701663081,9.85408322896183,,
173,instability-790-992di-2,Idraulico,Talamello,RN,43.9134251303116,12.2791559995824,,
174,instability-361-021df-9,Frana,Bobbio,PC,44.7920262766593,9.3858685825511,,
175,instability-08ir040-g11df-6,Frana,Farini,PC,44.7166837833602,9.51506118353626,,
176,instability-08ir396-g11di-2,Idraulico,Bettola,PC,44.7786269824878,9.59654095016958,,
177,instability-219-021df-6,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
178,instability-133-064df-6,Frana,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
179,instability-08ir403-g11di-2,Idraulico,Farini,PC,44.7166837833602,9.51506118353626,,
180,instability-071-071df-9,Frana,Santa Sofia,FC,43.9007722781334,11.7941195608876,,
181,instability-065-062df-11,Frana,Fornovo di Taro,PR,44.6689861483704,10.1026312387909,,
182,instability-191-081df-15,Frana,Pennabilli,RN,43.8279485240717,12.309438032308,,
183,instability-08ir404-g11di-4,Idraulico,Ferriere,PC,44.6169545533,9.49363391730714,,
184,instability-264-022di-9,Idraulico,Bellaria-Igea Marina,RN,44.1317132196122,12.4636358294222,,
185,instability-712-991df-9,Frana,Camugnano,BO,44.1554815854831,11.1040268488708,,
186,instability-08ir032-g31dc-10,Dissesto Costiero,Comacchio,FE,44.7014548923959,12.2041662085282,,
187,instability-199-991di-2,Idraulico,Piacenza,PC,45.0342599204124,9.65575849510844,,
188,instability-044-093di-8,Idraulico,Imola,BO,44.3877798730496,11.7159599685173,,
189,instability-08ir406-g11di-2,Idraulico,Morfasso,PC,44.7226637447044,9.72577741874846,,
190,instability-225-991df-4,Frana,Brisighella,RA,44.159934504768,11.6697138231696,,
191,instability-226-991df-14,Frana,Castiglione dei Pepoli,BO,44.1233583432008,11.1956079463872,,
192,instability-107-081df-11,Frana,Roncofreddo,FC,44.0439879520357,12.2659337503069,,
193,instability-08ir409-g11di-2,Idraulico,Travo,PC,44.8576900716299,9.52595285216489,,
194,instability-186-991df-9,Frana,San Benedetto Val di Sambro,BO,44.1980312849519,11.236160668127,,
195,instability-219-991df-9,Frana,Palagano,MO,44.2801625738394,10.6119205338592,,
196,instability-195-991df-4,Frana,Castiglione dei Pepoli,BO,44.1233583432008,11.1956079463872,,
197,instability-205-091di-7,Idraulico,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
198,instability-723-991di-6,Idraulico,Ravenna,RA,44.4161097613965,12.1879414998409,,
199,instability-289-062df-1,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
200,instability-042-091di-4,Idraulico,Lizzano in Belvedere,BO,44.1640465771771,10.8700853689935,,
201,instability-722-991df-3,Frana,Civitella di Romagna,FC,44.0032550692916,11.9646489566759,,
202,instability-08ir189-g11di-6,Idraulico,Bagnacavallo,RA,44.4392578265822,12.0057234309854,,
203,instability-191-991df-4,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
204,instability-08ir326-g11df-12,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
205,instability-08ir382-g11di-4,Idraulico,Longiano,FC,44.0803058141132,12.3413836947294,,
206,instability-08ir326-g11df-1,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
207,instability-08ir395-g11di-9,Idraulico,Bettola,PC,44.7786269824878,9.59654095016958,,
208,instability-044-092di-4,Idraulico,Imola,BO,44.3877798730496,11.7159599685173,,
209,instability-711-991df-9,Frana,Pievepelago,MO,44.1824193246375,10.5713532392909,,
210,instability-134-061df-1,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
211,instability-08ir370-g11di-2,Idraulico,Castel Bolognese,RA,44.3207541826802,11.7870848263222,,
212,instability-222-021df-4,Frana,Castel di Casio,BO,44.1540944586591,11.019965768731,,
213,instability-035-091di-4,Idraulico,Parma,PR,44.7792325478157,10.3280699931105,,
214,instability-134-062df-6,Frana,San Leo,RN,43.9198657036645,12.3740691885464,,
215,instability-177-991di-7,Idraulico,Ravenna,RA,44.4161097613965,12.1879414998409,,
216,instability-717-991df-14,Frana,Verucchio,RN,43.9927439494671,12.4302494361974,,
217,instability-700-991di-6,Idraulico,Caorso,PC,45.059828079381,9.8530915722925,,
218,instability-193-991df-9,Frana,Zocca,MO,44.3609656448932,10.994815317776,,
219,instability-223-991df-7,Frana,Bedonia,PR,44.5253575474622,9.57899182126113,,
220,instability-714-992df-11,Frana,Monte San Pietro,BO,44.4261334569962,11.1459563127657,,
221,instability-bo105r-101di-6,Idraulico,Zola Predosa,BO,44.4949287226617,11.2105248344915,,
222,instability-184-991df-1,Frana,Predappio,FC,44.0922084956989,11.9515345177325,,
223,instability-214-991df-4,Frana,Vetto,RE,44.4814867278215,10.3532048749381,,
224,instability-220-021df-3,Frana,Castel d'Aiano,BO,44.2756727867302,11.0180186539359,,
225,instability-08ir406-g11di-9,Idraulico,Morfasso,PC,44.7226637447044,9.72577741874846,,
226,instability-720-991df-1,Frana,Modigliana,FC,44.1491359347075,11.7979481253718,,
227,instability-486-061df-4,Frana,Maiolo,RN,43.8869094938628,12.3154759927908,,
228,instability-023-981df-4,Frana,Lizzano in Belvedere,BO,44.1640465771771,10.8700853689935,,
229,instability-08ir113-g11df-9,Frana,Cesena,FC,44.1569217022985,12.2952709200961,,
230,instability-mo099r-101df-14,Frana,Lama Mocogno,MO,44.3030545736765,10.7085385789905,,
231,instability-219-021df-9,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
232,instability-218-021di-6,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
233,instability-08ir070-g11di-8,Idraulico,Modena,MO,44.6438970183065,10.9155350775428,,
234,instability-711-991df-11,Frana,Pievepelago,MO,44.1824193246375,10.5713532392909,,
235,instability-08ir406-g11df-15,Frana,Morfasso,PC,44.7226637447044,9.72577741874846,,
236,instability-181-991df-14,Frana,Sarsina,FC,43.9006189178128,12.122936817466,,
237,instability-182-991df-1,Frana,Brisighella,RA,44.159934504768,11.6697138231696,,
238,instability-146-071df-4,Frana,Pennabilli,RN,43.8279485240717,12.309438032308,,
239,instability-200-991df-9,Frana,Pecorara,PC,44.8712025624287,9.3751580329444,,
240,instability-216-991df-9,Frana,Baiso,RE,44.4813359975262,10.6217438315146,,
241,instability-08ir040-g11df-3,Frana,Farini,PC,44.7166837833602,9.51506118353626,,
242,instability-08ir045-g11df-14,Frana,Baiso,RE,44.4813359975262,10.6217438315146,,
243,instability-208-021df-12,Frana,Ligonchio,RE,44.3052971033538,10.3500845789904,,
244,instability-048-091di-8,Idraulico,Ravenna,RA,44.4161097613965,12.1879414998409,,
245,instability-08ir026-g31di-6,Idraulico,Felino,PR,44.6795157896056,10.2387551809406,,
246,instability-714-992df-14,Frana,Monte San Pietro,BO,44.4261334569962,11.1459563127657,,
247,instability-201-991df-11,Frana,Bobbio,PC,44.7920262766593,9.3858685825511,,
248,instability-714-991df-7,Frana,Monte San Pietro,BO,44.4261334569962,11.1459563127657,,
249,instability-bo103r-101df-4,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
250,instability-289-061df-14,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
251,instability-08ir014-g31di-9,Idraulico,Malalbergo,BO,44.6874701083213,11.5097936874856,,
252,instability-213-991df-4,Frana,Vezzano sul Crostolo,RE,44.5870378687016,10.5205247183104,,
253,instability-198-991df-4,Frana,Gaggio Montano,BO,44.2014296487467,10.9433658924431,,
254,instability-08ir405-g11di-4,Idraulico,Ferriere,PC,44.6169545533,9.49363391730714,,
255,instability-361-021df-6,Frana,Bobbio,PC,44.7920262766593,9.3858685825511,,
256,instability-08ir407-g11df-15,Frana,Ottone,PC,44.6256119569628,9.30188529836556,,
257,instability-08ir453-g11di-2,Idraulico,Parma,PR,44.7792325478157,10.3280699931105,,
258,instability-08ir362-g11di-0,Idraulico,Migliarino,FE,44.7746035136604,11.9280960946842,,
259,instability-133-061df-7,Frana,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
260,instability-133-065df-11,Frana,Salsomaggiore Terme,PR,44.8110448774357,10.01444189091,,
261,instability-708-991df-4,Frana,Viano,RE,44.5497789915038,10.5944534889928,,
262,instability-08ir031-g41di-6,Idraulico,Riolo Terme,RA,44.2700313195263,11.6985366138458,,
263,instability-289-064df-9,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
264,instability-08ir083-g11di-6,Idraulico,Mezzani,PR,44.9256357049726,10.4457845312345,,
265,instability-08ir188-g11df-12,Frana,Novafeltria,RN,43.8828386143298,12.2570241379105,,
266,instability-398-061df-14,Frana,Riolunato,MO,44.2305279239986,10.6520987266154,,
267,instability-08ir027-g31di-6,Idraulico,Zola Predosa,BO,44.4949287226617,11.2105248344915,,
268,instability-289-063df-9,Frana,Loiano,BO,44.2821004284501,11.3266212624283,,
269,instability-704-991di-2,Idraulico,Medesano,PR,44.7274862649565,10.0825066499502,,
270,instability-224-991df-3,Frana,San Benedetto Val di Sambro,BO,44.1980312849519,11.236160668127,,
271,instability-185-991df-9,Frana,Camugnano,BO,44.1554815854831,11.1040268488708,,
272,instability-723-991di-7,Idraulico,Ravenna,RA,44.4161097613965,12.1879414998409,,
273,instability-225-021df-9,Frana,Castel di Casio,BO,44.1540944586591,11.019965768731,,
